Genus,Sample,Coverage,Coverage_effective,coverage_est,coverage_est_src,round,n50,qv,indels_per_100kb,error_rate,busco_complete,busco_single,busco_duplicated,busco_fragmented,busco_missing,busco_n,l50,auN,num_contigs,total_length,gc,expected_genome_size,assembly_frac,raw_total_bp,raw_read_n50,raw_read_n90,raw_mean_read_len,raw_n_reads,min_overlap,overlap_based_coverage,ovlp_div_initial,ovlp_median_div_first,ovlp_median_div_last,mean_edge_coverage,read_cov_cutoff,unique_cov_threshold,align_err_consensus,align_err_polishing,asm_total_length,asm_fragments,asm_frag_N50,asm_largest_frag,asm_mean_coverage,polish_mean_contig_cov,polish_selected_cov_threshold,ai_num_contigs,ai_total_bp,ai_mean_cov,ai_median_cov,ai_cov_cv,ai_circular_n,ai_circular_bp_frac,ai_repeat_bp_frac,ai_mult_gt1_n,ai_mult_gt1_bp_frac,ai_alt_groups_n,ai_alt_bp_frac,ai_low_cov_bp_frac,ai_short_bp_frac_10kb,ai_longest_len,ai_longest_cov,delta_qv,delta_busco_complete,delta_n50,delta_num_contigs,delta_error_rate,delta_error_improvement,assembly_error,delta_assembly_error,qv_improvement_rate,busco_per_contig,n50_fraction,cost_benefit_ratio,delta_qv_cumsum,delta_busco_complete_cumsum,score_improvement,gain_cumulative,qv_from_r1,n50_from_r1,error_rate_from_r1,busco_complete_from_r1,assembly_frac_from_r1,delta_qv_trend,delta_busco_complete_trend,score_improvement_trend,is_plateau,plateau_streak,completeness_score,assembly_quality,polishing_effectiveness,optimal_rounds_5class,optimal_rounds_3class,Coverage,r1_ok_group,stable_all_group
Bacillus_subtilis,SRR21362396,FULL,138X,138.0,log,5,4135311,13.265523846368335,4714.629745154718,0.0471463,95.7,95.7,0.0,3.4,0.9,116,1,4130079.3,2,4140556,46.13,4200000,0.9858466666666666,581131615,7919,2542,,65215,3000,121.0,0.0661596,0.0660079,0.020339,117.0,23.0,241.0,0.085963,0.045394,4140469,2,4134649,4134649,144.0,144.0,29.0,2,4140469,245.0,245.0,0.5830023257129902,2,1.0,0.0014056378637299,1,0.0014056378637299,0,0.0,0.0,0.0014056378637299,4134649,144.0,0.0071745396341178,0.9000000000000057,-10.0,0.0,-7.795000000000024e-05,7.795000000000024e-05,0.0141533333333333,2.8571428571932955e-06,0.0014349079268235,31.9,0.9987330207022872,0.0907174539634123,-0.0067047946346061,3.5,0.2728856915679346,1.0473063694794909,-0.0067047946346061,34,7.273000000000002e-05,3.5,-2.8333333333296903e-05,0.013331312925791,0.9000000000000057,0.2753527094560324,0,0,0.9118809909,0.3144850866666667,0.0454809485946557,3,2,138X,0,0
Bacillus_subtilis,SRR21362396,20X,20X,20.0,log,1,4134635,13.29388120439386,4683.9453222037,0.04683946,91.4,91.4,0.0,8.6,0.0,116,1,4128834.3,2,4140452,46.13,4200000,0.9858219047619048,85248677,7879,2542,,9554,3000,17.0,0.058113,0.0599034,0.0204765,17.0,3.0,31.0,0.081449,0.045206,4139658,2,4133831,4133831,20.0,20.0,4.0,2,4139658,38.0,38.0,0.6698906348083081,2,1.0,0.0014076042030525,1,0.0014076042030525,0,0.0,0.0,0.0014076042030525,4133831,20.0,,,,,,,0.0141780952380952,,,30.46666666666667,0.9985948397433808,0.0,,,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,1,1,0.87118873356,0.3003470736507936,0.0,2,1,20X,0,1
Bacillus_subtilis,SRR21362396,20X,20X,20.0,log,2,4134885,13.304319150771995,4672.702234823507,0.04672702,91.4,91.4,0.0,8.6,0.0,116,1,4129093.3,2,4140693,46.13,4200000,0.9858792857142856,85248677,7879,2542,,9554,3000,17.0,0.058113,0.0599034,0.0204765,17.0,3.0,31.0,0.081449,0.045206,4139658,2,4133831,4133831,20.0,20.0,4.0,2,4139658,38.0,38.0,0.6698906348083081,2,1.0,0.0014076042030525,1,0.0014076042030525,0,0.0,0.0,0.0014076042030525,4133831,20.0,0.0104379463781345,0.0,250.0,0.0,-0.0001124399999999,0.0001124399999999,0.0141207142857143,-5.738095238083663e-05,0.0052189731890672,30.46666666666667,0.9985970950763328,0.0026094865945336,0.0104379463781345,0.0,0.0041919284560157,0.0041919284560157,0.0104379463781345,250,-0.0001124399999999,0.0,5.738095238083663e-05,,,0.0041919284560157,1,2,0.8712915037200001,0.3003645557142856,0.0013973094853385,2,1,20X,0,1
Bacillus_subtilis,SRR21362396,20X,20X,20.0,log,3,4134951,13.30766452451055,4669.103891355337,0.04669104,90.5,90.5,0.0,8.6,0.9,116,1,4134951.0,1,4134951,46.12,4200000,0.9845121428571428,85248677,7879,2542,,9554,3000,17.0,0.058113,0.0599034,0.0204765,17.0,3.0,31.0,0.081449,0.045206,4139658,2,4133831,4133831,20.0,20.0,4.0,2,4139658,38.0,38.0,0.6698906348083081,2,1.0,0.0014076042030525,1,0.0014076042030525,0,0.0,0.0,0.0014076042030525,4133831,20.0,0.0033453737385542,-0.9000000000000057,66.0,-1.0,-3.597999999999796e-05,3.597999999999796e-05,0.0154878571428571,0.0013671428571427,0.001115124579518,45.25,0.9999997581592242,-0.1494424377102419,0.0137833201166888,-0.9000000000000057,-0.2685179402188657,-0.26432601176285,0.0137833201166888,316,-0.0001484199999999,-0.9000000000000057,-0.0013097619047619,-0.0070925726395802,-0.9000000000000057,-0.2727098686748814,0,0,0.8627446088,0.4454917446428571,-0.0671294850547164,2,1,20X,0,1
Bacillus_subtilis,SRR21362396,20X,20X,20.0,log,4,4134971,13.30707392244896,4669.739641160473,0.04669739,91.4,91.4,0.0,8.6,0.0,116,1,4134971.0,1,4134971,46.12,4200000,0.9845169047619048,85248677,7879,2542,,9554,3000,17.0,0.058113,0.0599034,0.0204765,17.0,3.0,31.0,0.081449,0.045206,4139658,2,4133831,4133831,20.0,20.0,4.0,2,4139658,38.0,38.0,0.6698906348083081,2,1.0,0.0014076042030525,1,0.0014076042030525,0,0.0,0.0,0.0014076042030525,4133831,20.0,-0.0005906020615888,0.9000000000000057,20.0,0.0,6.349999999995248e-06,-6.349999999995248e-06,0.0154830952380952,-4.761904761951818e-06,-0.0001476505153972,45.7,0.999999758160394,0.1124261747423021,0.0131927180550999,0.0,0.2697620129848899,0.0054360012220399,0.0131927180550999,336,-0.00014207,0.0,-0.001305,-0.0039359758001431,1.8000000000000114,0.5382799532037557,0,0,0.8713185855400001,0.4499242254761905,0.0539524025969779,2,1,20X,0,1
Bacillus_subtilis,SRR21362396,20X,20X,20.0,log,5,4134918,13.306334620473638,4670.533650728949,0.04670534,91.4,91.4,0.0,8.6,0.0,116,1,4134918.0,1,4134918,46.12,4200000,0.9845042857142856,85248677,7879,2542,,9554,3000,17.0,0.058113,0.0599034,0.0204765,17.0,3.0,31.0,0.081449,0.045206,4139658,2,4133831,4133831,20.0,20.0,4.0,2,4139658,38.0,38.0,0.6698906348083081,2,1.0,0.0014076042030525,1,0.0014076042030525,0,0.0,0.0,0.0014076042030525,4133831,20.0,-0.0007393019753223,0.0,-53.0,0.0,7.949999999999624e-06,-7.949999999999624e-06,0.0154957142857143,1.261904761917787e-05,-0.0001478603950644,45.7,0.999999758157294,-7.393019753223484e-05,0.0124534160797775,0.0,-0.000296048885367,0.0051399523366728,0.0124534160797775,283,-0.00013412,0.0,-0.0013176190476191,-0.0001486999137334,-0.9000000000000057,-0.2700580618702569,1,1,0.87131131924,0.4499184585714285,-4.934148089450359e-05,2,1,20X,0,1
Bacillus_subtilis,SRR21362396,40X,40X,39.0,log,1,4137922,13.288091006402556,4690.194946886075,0.04690195,94.8,94.8,0.0,4.3,0.9,116,1,4137922.0,1,4137922,46.12,4200000,0.9852195238095238,167616722,7824,2529,,18864,3000,34.0,0.061379,0.0623951,0.0204564,33.0,7.0,68.0,0.076341,0.045377,4137805,1,4137805,4137805,41.0,41.0,8.0,1,4137805,41.0,41.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,4137805,41.0,,,,,,,0.0147804761904761,,,47.4,0.999999758332864,0.0,,,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,1,1,0.9035369514,0.4669940542857143,0.0,5,3,40X,0,1
Bacillus_subtilis,SRR21362396,40X,40X,39.0,log,2,4137959,13.284977185005047,4693.558534892621,0.04693559,94.8,94.8,0.0,4.3,0.9,116,1,4137959.0,1,4137959,46.12,4200000,0.9852283333333334,167616722,7824,2529,,18864,3000,34.0,0.061379,0.0623951,0.0204564,33.0,7.0,68.0,0.076341,0.045377,4137805,1,4137805,4137805,41.0,41.0,8.0,1,4137805,41.0,41.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,4137805,41.0,-0.003113821397509,0.0,37.0,0.0,3.3640000000001447e-05,-3.3640000000001447e-05,0.0147716666666666,-8.809523809549802e-06,-0.0015569106987545,47.4,0.999999758335025,-0.0007784553493772,-0.003113821397509,0.0,-0.0012531375113845,-0.0012531375113845,-0.003113821397509,37,3.3640000000001447e-05,0.0,8.809523809549802e-06,,,-0.0012531375113845,0,0,0.90350506068,0.46699823,-0.0004177125037948,5,3,40X,0,1
Bacillus_subtilis,SRR21362396,40X,40X,39.0,log,3,4137930,13.285367678681386,4693.136714080593,0.04693137,94.8,94.8,0.0,4.3,0.9,116,1,4137930.0,1,4137930,46.12,4200000,0.9852214285714286,167616722,7824,2529,,18864,3000,34.0,0.061379,0.0623951,0.0204564,33.0,7.0,68.0,0.076341,0.045377,4137805,1,4137805,4137805,41.0,41.0,8.0,1,4137805,41.0,41.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,4137805,41.0,0.0003904936763383,0.0,-29.0,0.0,-4.219999999999224e-06,4.219999999999224e-06,0.0147785714285714,6.904761904791279e-06,0.0001301645587794,47.4,0.9999997583333312,6.508227938972766e-05,-0.0027233277211706,0.0,0.0001577319467258,-0.0010954055646587,-0.0027233277211706,8,2.9420000000002226e-05,0.0,1.904761904758523e-06,0.0035043150738474,0.0,0.0014108694581103,0,0,0.90350906124,0.4669949571428571,3.943298668145634e-05,5,3,40X,0,1
Bacillus_subtilis,SRR21362396,40X,40X,39.0,log,4,4137922,13.285216844023768,4693.300261285099,0.046933,94.8,94.8,0.0,4.3,0.9,116,1,4137922.0,1,4137922,46.12,4200000,0.9852195238095238,167616722,7824,2529,,18864,3000,34.0,0.061379,0.0623951,0.0204564,33.0,7.0,68.0,0.076341,0.045377,4137805,1,4137805,4137805,41.0,41.0,8.0,1,4137805,41.0,41.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,4137805,41.0,-0.0001508346576173,0.0,-8.0,0.0,1.6300000000024628e-06,-1.6300000000024628e-06,0.0147804761904761,1.904761904758523e-06,-3.770866440433451e-05,47.4,0.999999758332864,-1.8854332202167257e-05,-0.002874162378788,0.0,-6.046938685645986e-05,-0.0011558749515152,-0.002874162378788,0,3.1050000000004685e-05,0.0,0.0,-0.0005413283339557,0.0,-0.0002182013335822,0,0,0.903507516,0.4669940542857143,-1.2093877371291973e-05,5,3,40X,0,1
Bacillus_subtilis,SRR21362396,40X,40X,39.0,log,5,4137920,13.285379708664925,4693.1245289727685,0.04693124,94.0,94.0,0.0,4.3,1.7,116,1,4137920.0,1,4137920,46.12,4200000,0.9852190476190475,167616722,7824,2529,,18864,3000,34.0,0.061379,0.0623951,0.0204564,33.0,7.0,68.0,0.076341,0.045377,4137805,1,4137805,4137805,41.0,41.0,8.0,1,4137805,41.0,41.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,4137805,41.0,0.0001628646411564,-0.7999999999999972,-2.0,0.0,-1.7600000000034257e-06,1.7600000000034257e-06,0.0147809523809524,4.7619047627289756e-07,3.257292823128921e-05,47.0,0.9999997583327472,-0.079983713535884,-0.0027112977376315,-0.7999999999999972,-0.2399344545244889,-0.2410903294760041,-0.0027112977376315,-2,2.929000000000126e-05,-0.7999999999999972,-4.7619047627289756e-07,0.0003136992987737,-0.7999999999999972,-0.2398739851376324,0,0,0.8958846343999999,0.4630529523809523,-0.0399890757540814,5,3,40X,0,1
Staphylococcus,SRR21386010,10X,10X,10.0,log,1,2828642,10.87214895244282,8180.599062435755,0.08180599,49.1,49.1,0.0,31.0,19.8,116,1,2808228.2,2,2849357,32.79,2900000,0.9825368965517242,29772551,21747,5263,,1457,5000,8.0,0.0611066,0.0654372,0.0249615,9.0,3.0,17.0,0.116313,0.080737,2839644,2,2818926,2818926,10.0,10.0,3.0,2,2839644,17.5,17.5,0.6060915267313265,2,1.0,0.0072959849896677,1,0.0072959849896677,0,0.0,0.0,0.0,2818926,10.0,,,,,,,0.0174631034482758,,,16.366666666666667,0.9927295903147304,0.0,,,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,1,1,0.45083325891,0.1608085387356321,0.0,5,3,10X,0,0
Staphylococcus,SRR21386010,10X,10X,10.0,log,2,2828665,10.67582910391772,8558.883408916869,0.08558883,49.1,49.1,0.0,30.2,20.7,116,1,2808253.1,2,2849378,32.8,2900000,0.9825441379310343,29772551,21747,5263,,1457,5000,8.0,0.0611066,0.0654372,0.0249615,9.0,3.0,17.0,0.116313,0.080737,2839644,2,2818926,2818926,10.0,10.0,3.0,2,2839644,17.5,17.5,0.6060915267313265,2,1.0,0.0072959849896677,1,0.0072959849896677,0,0.0,0.0,0.0,2818926,10.0,-0.1963198485250998,0.0,23.0,0.0,0.00378284,-0.00378284,0.0174558620689656,-7.241379310185536e-06,-0.0981599242625499,16.366666666666667,0.9927303458051736,-0.0490799621312749,-0.1963198485250998,0.0,-0.0792852315479709,-0.0792852315479709,-0.1963198485250998,23,0.00378284,0.0,7.241379310185536e-06,,,-0.0792852315479709,0,0,0.44897588447,0.1608097239080459,-0.0264284105159903,5,3,10X,0,0
Staphylococcus,SRR21386010,10X,10X,10.0,log,3,2828703,10.721888413608786,8468.590697763664,0.08468591,48.3,48.3,0.0,31.0,20.7,116,1,2808291.1,2,2849416,32.79,2900000,0.9825572413793104,29772551,21747,5263,,1457,5000,8.0,0.0611066,0.0654372,0.0249615,9.0,3.0,17.0,0.116313,0.080737,2839644,2,2818926,2818926,10.0,10.0,3.0,2,2839644,17.5,17.5,0.6060915267313265,2,1.0,0.0072959849896677,1,0.0072959849896677,0,0.0,0.0,0.0,2818926,10.0,0.0460593096910653,-0.8000000000000043,38.0,0.0,-0.00090292,0.00090292,0.0174427586206895,-1.3103448276097218e-05,0.0153531032303551,16.099999999999998,0.9927304427537282,-0.1256567817181565,-0.1502605388340345,-0.8000000000000043,-0.2213970024684027,-0.3006822340163737,-0.1502605388340345,61,0.00287992,-0.8000000000000043,2.0344827586282754e-05,0.2423791582161651,-0.8000000000000043,-0.1421117709204317,0,0,0.4420967054699999,0.1581917158620689,-0.0553492506171006,5,3,10X,0,0
Staphylococcus,SRR21386010,10X,10X,10.0,log,4,2828718,10.673309989026942,8563.848262105215,0.08563849,49.1,49.1,0.0,31.0,19.8,116,1,2808306.1,2,2849431,32.8,2900000,0.9825624137931036,29772551,21747,5263,,1457,5000,8.0,0.0611066,0.0654372,0.0249615,9.0,3.0,17.0,0.116313,0.080737,2839644,2,2818926,2818926,10.0,10.0,3.0,2,2839644,17.5,17.5,0.6060915267313265,2,1.0,0.0072959849896677,1,0.0072959849896677,0,0.0,0.0,0.0,2818926,10.0,-0.0485784245818443,0.8000000000000043,15.0,0.0,0.0009525799999999,-0.0009525799999999,0.0174375862068963,-5.172413793164132e-06,-0.012144606145461,16.366666666666667,0.9927304810221826,0.0939276969272699,-0.1988389634158789,0.0,0.2203775969258842,-0.0803046370904894,-0.1988389634158789,76,0.0038325,0.0,2.5517241379446887e-05,-0.0946377342729096,1.6000000000000083,0.441774599394287,0,0,0.44895150141,0.1608127150574712,0.0440755193851768,5,3,10X,0,0
Staphylococcus,SRR21386010,10X,10X,10.0,log,5,2828859,10.718725919038205,8474.759447960882,0.0847476,47.4,47.4,0.0,31.9,20.7,116,1,2808447.1,2,2849572,32.79,2900000,0.9826110344827588,29772551,21747,5263,,1457,5000,8.0,0.0611066,0.0654372,0.0249615,9.0,3.0,17.0,0.116313,0.080737,2839644,2,2818926,2818926,10.0,10.0,3.0,2,2839644,17.5,17.5,0.6060915267313265,2,1.0,0.0072959849896677,1,0.0072959849896677,0,0.0,0.0,0.0,2818926,10.0,0.0454159300112628,-1.7000000000000028,141.0,0.0,-0.0008908899999999,0.0008908899999999,0.0173889655172412,-4.862068965516553e-05,0.0090831860022525,15.8,0.9927308407259614,-0.1654584069988739,-0.153423033404616,-1.7000000000000028,-0.4916603120644611,-0.5719649491549507,-0.153423033404616,217,0.00294161,-1.7000000000000028,7.413793103461241e-05,0.0939943545931072,-2.500000000000007,-0.7120379089903454,0,0,0.4338296376,0.1552525434482758,-0.0819433853440768,5,3,10X,0,0
Staphylococcus,SRR21386010,20X,20X,19.0,log,1,2820101,10.944189462135006,8046.019330301849,0.08046019,93.1,93.1,0.0,5.2,1.7,116,1,2799678.4,2,2840826,32.8,2900000,0.9795951724137932,57912880,22473,5015,,2784,5000,15.0,0.0649506,0.0693181,0.0238999,17.0,3.0,31.0,0.114557,0.079926,2838791,2,2818068,2818068,19.0,19.0,4.0,2,2838791,34.5,34.5,0.6353713106313905,2,1.0,0.0072999386006225,1,0.0072999386006225,0,0.0,0.0,0.0,2818068,19.0,,,,,,,0.0204048275862067,,,31.03333333333333,0.9927042371816376,0.0,,,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,1,1,0.8560915631099999,0.3040010351724138,0.0,5,3,20X,0,0
Staphylococcus,SRR21386010,20X,20X,19.0,log,2,2821092,10.90509761728678,8118.77028534198,0.0811877,93.1,93.1,0.0,5.2,1.7,116,1,2800669.3,2,2841817,32.81,2900000,0.979936896551724,57912880,22473,5015,,2784,5000,15.0,0.0649506,0.0693181,0.0238999,17.0,3.0,31.0,0.114557,0.079926,2838791,2,2818068,2818068,19.0,19.0,4.0,2,2838791,34.5,34.5,0.6353713106313905,2,1.0,0.0072999386006225,1,0.0072999386006225,0,0.0,0.0,0.0,2818068,19.0,-0.039091844848226,0.0,991.0,0.0,0.00072751,-0.00072751,0.020063103448276,-0.0003417241379307,-0.019545922424113,31.03333333333333,0.9927067813631978,-0.0097729612120565,-0.039091844848226,0.0,-0.0158164123530834,-0.0158164123530834,-0.039091844848226,991,0.00072751,0.0,0.0003417241379307,,,-0.0158164123530834,0,0,0.8554142512999999,0.3041070835632183,-0.0052721374510278,5,3,20X,0,0
Staphylococcus,SRR21386010,20X,20X,19.0,log,3,2820336,10.891652746527116,8143.942822703779,0.08143943,92.2,92.2,0.0,5.2,2.6,116,1,2799913.4,2,2841061,32.8,2900000,0.9796762068965518,57912880,22473,5015,,2784,5000,15.0,0.0649506,0.0693181,0.0238999,17.0,3.0,31.0,0.114557,0.079926,2838791,2,2818068,2818068,19.0,19.0,4.0,2,2838791,34.5,34.5,0.6353713106313905,2,1.0,0.0072999386006225,1,0.0072999386006225,0,0.0,0.0,0.0,2818068,19.0,-0.0134448707596632,-0.8999999999999915,-756.0,0.0,0.0002517299999999,-0.0002517299999999,0.0203237931034482,0.0002606896551722,-0.0044816235865544,30.73333333333333,0.9927048406546566,-0.1522408117932757,-0.0525367156078893,-0.8999999999999915,-0.2754022253383454,-0.2912186376914289,-0.0525367156078893,235,0.0009792399999999,-0.8999999999999915,8.10344827585352e-05,0.0256469740885627,-0.8999999999999915,-0.2595858129852619,0,0,0.84691284554,0.3010871542528736,-0.0688505563345863,5,3,20X,0,0
Staphylococcus,SRR21386010,20X,20X,19.0,log,4,2820105,10.901674902167892,8125.171451147911,0.08125171,92.2,92.2,0.0,6.0,1.7,116,1,2799682.4,2,2840830,32.8,2900000,0.979596551724138,57912880,22473,5015,,2784,5000,15.0,0.0649506,0.0693181,0.0238999,17.0,3.0,31.0,0.114557,0.079926,2838791,2,2818068,2818068,19.0,19.0,4.0,2,2838791,34.5,34.5,0.6353713106313905,2,1.0,0.0072999386006225,1,0.0072999386006225,0,0.0,0.0,0.0,2818068,19.0,0.010022155640776,0.0,-231.0,0.0,-0.0001877199999999,0.0001877199999999,0.020403448275862,7.965517241381725e-05,0.002505538910194,30.73333333333333,0.992704247454354,0.001252769455097,-0.0425145599671132,-0.8999999999999915,0.0040543717735517,-0.2871642659178772,-0.0425145599671132,4,0.00079152,-0.8999999999999915,1.3793103447179431e-06,0.0234670264004392,0.8999999999999915,0.2794565971118972,0,0,0.8470859233800001,0.3010626735632184,0.0008108743547103,5,3,20X,0,0
Staphylococcus,SRR21386010,20X,20X,19.0,log,5,2820292,10.910156687593949,8109.319063479313,0.08109318,92.2,92.2,0.0,6.0,1.7,116,1,2799869.4,2,2841017,32.8,2900000,0.9796610344827588,57912880,22473,5015,,2784,5000,15.0,0.0649506,0.0693181,0.0238999,17.0,3.0,31.0,0.114557,0.079926,2838791,2,2818068,2818068,19.0,19.0,4.0,2,2838791,34.5,34.5,0.6353713106313905,2,1.0,0.0072999386006225,1,0.0072999386006225,0,0.0,0.0,0.0,2818068,19.0,0.0084817854260563,0.0,187.0,0.0,-0.00015853,0.00015853,0.0203389655172412,-6.448275862080965e-05,0.0016963570852112,30.73333333333333,0.99270472767156,0.0008481785426056,-0.0340327745410569,-0.8999999999999915,0.0034179718945604,-0.2837462940233167,-0.0340327745410569,191,0.0006329899999999,-0.8999999999999915,6.58620689655276e-05,-0.0015403702147196,0.0,-0.0006363998789913,0,0,0.84723208804,0.3010824912643678,0.0005696619824267,5,3,20X,0,0
Staphylococcus,SRR21386010,40X,40X,39.0,log,1,2818466,10.939791001006666,8054.171610396385,0.08054172,94.8,94.8,0.0,3.4,1.7,116,1,2798040.7,2,2839194,32.8,2900000,0.9790324137931036,115298939,22647,4861,,5478,5000,31.0,0.0704051,0.0703755,0.0234478,34.0,7.0,63.0,0.114867,0.078768,2839006,2,2818283,2818283,39.0,39.0,8.0,2,2839006,71.0,71.0,0.6373920281118175,2,1.0,0.0072993857709353,1,0.0072993857709353,0,0.0,0.0,0.0,2818283,39.0,,,,,,,0.0209675862068964,,,31.6,0.9926989868607122,0.0,,,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,1,1,0.8716464494399999,0.3093742427586207,0.0,2,1,40X,0,0
Staphylococcus,SRR21386010,40X,40X,39.0,log,2,2818447,10.935860272270672,8061.465015467889,0.08061465,94.8,94.8,0.0,4.3,0.9,116,1,2798021.7,2,2839175,32.8,2900000,0.9790258620689656,115298939,22647,4861,,5478,5000,31.0,0.0704051,0.0703755,0.0234478,34.0,7.0,63.0,0.114867,0.078768,2839006,2,2818283,2818283,39.0,39.0,8.0,2,2839006,71.0,71.0,0.6373920281118175,2,1.0,0.0072993857709353,1,0.0072993857709353,0,0.0,0.0,0.0,2818283,39.0,-0.0039307287359946,0.0,-19.0,0.0,7.292999999999883e-05,-7.292999999999883e-05,0.0209741379310344,6.551724137993098e-06,-0.0019653643679973,31.6,0.99269893800173,-0.0009826821839986,-0.0039307287359946,0.0,-0.001586222321984,-0.001586222321984,-0.0039307287359946,-19,7.292999999999883e-05,0.0,-6.551724137993098e-06,,,-0.001586222321984,1,2,0.8715773118,0.309372172413793,-0.0005287407739946,2,1,40X,0,0
Staphylococcus,SRR21386010,40X,40X,39.0,log,3,2819326,10.93637802168156,8060.503825321956,0.08060504,93.1,93.1,0.0,4.3,2.6,116,1,2798900.6,2,2840054,32.82,2900000,0.9793289655172414,115298939,22647,4861,,5478,5000,31.0,0.0704051,0.0703755,0.0234478,34.0,7.0,63.0,0.114867,0.078768,2839006,2,2818283,2818283,39.0,39.0,8.0,2,2839006,71.0,71.0,0.6373920281118175,2,1.0,0.0072993857709353,1,0.0072993857709353,0,0.0,0.0,0.0,2818283,39.0,0.0005177494108874,-1.7000000000000028,879.0,0.0,-9.609999999993237e-06,9.609999999993237e-06,0.0206710344827586,-0.0003031034482757,0.0001725831369624,31.03333333333333,0.992701197688073,-0.2832470417648525,-0.0034129793251072,-1.7000000000000028,-0.5098212885804734,-0.5114075109024574,-0.0034129793251072,860,6.33200000000056e-05,-1.7000000000000028,0.0002965517241377,0.004448478146882,-1.7000000000000028,-0.5082350662584894,0,0,0.8559567077599999,0.3039184222988505,-0.1274553221451183,2,1,40X,0,0
Staphylococcus,SRR21386010,40X,40X,39.0,log,4,2818896,10.91944608927989,8091.990712529317,0.08091991,94.0,94.0,0.0,4.3,1.7,116,1,2798470.6,2,2839624,32.81,2900000,0.9791806896551724,115298939,22647,4861,,5478,5000,31.0,0.0704051,0.0703755,0.0234478,34.0,7.0,63.0,0.114867,0.078768,2839006,2,2818283,2818283,39.0,39.0,8.0,2,2839006,71.0,71.0,0.6373920281118175,2,1.0,0.0072993857709353,1,0.0072993857709353,0,0.0,0.0,0.0,2818283,39.0,-0.0169319324016683,0.9000000000000057,-430.0,0.0,0.0003148699999999,-0.0003148699999999,0.0208193103448276,0.000148275862069,-0.004232983100417,31.33333333333333,0.9927000924417836,0.1103835084497921,-0.0203449117267755,-0.7999999999999972,0.2631790806255412,-0.2482284302769161,-0.0203449117267755,430,0.00037819,-0.7999999999999972,0.0001482758620687,-0.0174496818125557,2.6000000000000085,0.7730003692060146,0,0,0.8639352846,0.3068099494252873,0.0526358161251082,2,1,40X,0,0
Staphylococcus,SRR21386010,40X,40X,39.0,log,5,2818589,10.92821651263385,8075.6665904172,0.08075666,94.0,94.0,0.0,4.3,1.7,116,1,2798163.6,2,2839317,32.81,2900000,0.9790748275862068,115298939,22647,4861,,5478,5000,31.0,0.0704051,0.0703755,0.0234478,34.0,7.0,63.0,0.114867,0.078768,2839006,2,2818283,2818283,39.0,39.0,8.0,2,2839006,71.0,71.0,0.6373920281118175,2,1.0,0.0072993857709353,1,0.0072993857709353,0,0.0,0.0,0.0,2818283,39.0,0.00877042335396,0.0,-307.0,0.0,-0.00016325,0.00016325,0.0209251724137932,0.0001058620689655,0.001754084670792,31.33333333333333,0.9926993031425152,0.000877042335396,-0.0115744883728154,-0.7999999999999972,0.0035514055484805,-0.2446770247284355,-0.0115744883728154,123,0.0002149399999999,-0.7999999999999972,4.241379310321314e-05,0.0257023557556284,-0.9000000000000057,-0.2596276750770606,1,1,0.8640887395999999,0.3067767793103447,0.0005919009247467,2,1,40X,0,0
Staphylococcus,SRR21386012,10X,10X,9.0,log,1,170583,13.037521547585872,4968.758258869812,0.04968758,84.5,84.5,0.0,10.3,5.2,116,5,211919.1,38,2815121,32.76,2900000,0.9707313793103448,28440175,4193,1507,,4867,2000,6.0,0.0424461,0.0436297,0.00749654,7.0,3.0,14.0,0.071637,0.05234,2817448,39,170579,505239,9.0,9.0,3.0,39,2817448,8.820512820512821,8.0,0.431999271278471,1,0.0073577223075634,0.0135924425224529,2,0.010019350845162,2,0.0062347202148895,0.0165944500129194,0.0162558457156973,505239,10.0,,,,,,,0.0292686206896551,,,2.1666666666666665,0.0605952424086771,0.0,,,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,1,1,0.8030139949,0.0210325132183908,0.0,5,3,10X,0,0
