Genus,Sample,Coverage,Coverage_effective,coverage_est,coverage_est_src,round,n50,qv,indels_per_100kb,error_rate,busco_complete,busco_single,busco_duplicated,busco_fragmented,busco_missing,busco_n,l50,auN,num_contigs,total_length,gc,expected_genome_size,assembly_frac,raw_total_bp,raw_read_n50,raw_read_n90,raw_mean_read_len,raw_n_reads,min_overlap,overlap_based_coverage,ovlp_div_initial,ovlp_median_div_first,ovlp_median_div_last,mean_edge_coverage,read_cov_cutoff,unique_cov_threshold,align_err_consensus,align_err_polishing,asm_total_length,asm_fragments,asm_frag_N50,asm_largest_frag,asm_mean_coverage,polish_mean_contig_cov,polish_selected_cov_threshold,ai_num_contigs,ai_total_bp,ai_mean_cov,ai_median_cov,ai_cov_cv,ai_circular_n,ai_circular_bp_frac,ai_repeat_bp_frac,ai_mult_gt1_n,ai_mult_gt1_bp_frac,ai_alt_groups_n,ai_alt_bp_frac,ai_low_cov_bp_frac,ai_short_bp_frac_10kb,ai_longest_len,ai_longest_cov
Enterococcus,SRR13386177,20X,20X,20.0,log,2,2774120,12.277830647855302,5918.5726074912,0.05918572,82.8,82.8,0.0,14.7,2.6,116,1,2774120.0,1,2774120,37.05,3500000,0.7926057142857142,70671887,22084,4035,,3827,4000,21.0,0.0655832,0.0674032,0.0238199,22.0,4.0,45.0,0.098955,0.060217,2773776,1,2773776,2773776,24.0,24.0,5.0,1,2773776,24.0,24.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,2773776,24.0
Enterococcus,SRR13386177,20X,20X,20.0,log,3,2774156,12.278541741352829,5917.603122186082,0.05917603,82.8,82.8,0.0,14.7,2.6,116,1,2774156.0,1,2774156,37.05,3500000,0.792616,70671887,22084,4035,,3827,4000,21.0,0.0655832,0.0674032,0.0238199,22.0,4.0,45.0,0.098955,0.060217,2773776,1,2773776,2773776,24.0,24.0,5.0,1,2773776,24.0,24.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,2773776,24.0
Enterococcus,SRR13386177,20X,20X,20.0,log,4,2774147,12.277951723662763,5918.406269592711,0.05918407,82.8,82.8,0.0,14.7,2.6,116,1,2774147.0,1,2774147,37.05,3500000,0.7926134285714286,70671887,22084,4035,,3827,4000,21.0,0.0655832,0.0674032,0.0238199,22.0,4.0,45.0,0.098955,0.060217,2773776,1,2773776,2773776,24.0,24.0,5.0,1,2773776,24.0,24.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,2773776,24.0
Enterococcus,SRR13386177,20X,20X,20.0,log,5,2774126,12.278027306029584,5918.303993892791,0.05918304,82.8,82.8,0.0,14.7,2.6,116,1,2774126.0,1,2774126,37.05,3500000,0.7926074285714285,70671887,22084,4035,,3827,4000,21.0,0.0655832,0.0674032,0.0238199,22.0,4.0,45.0,0.098955,0.060217,2773776,1,2773776,2773776,24.0,24.0,5.0,1,2773776,24.0,24.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,2773776,24.0
Enterococcus,SRR13386177,10X,10X,10.0,log,1,2773441,12.349977004223344,5821.063316517404,0.05821063,73.3,73.3,0.0,20.7,6.0,116,1,2773441.0,1,2773441,37.05,3500000,0.7924117142857143,35631721,23124,4212,,1901,4000,11.0,0.0616354,0.0627783,0.0240043,11.0,3.0,22.0,0.078921,0.060268,2773387,1,2773387,2773387,12.0,12.0,3.0,1,2773387,12.0,12.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,2773387,12.0
Enterococcus,SRR13386177,10X,10X,10.0,log,2,2773405,12.339443284569665,5835.198938441419,0.05835199,73.3,73.3,0.0,20.7,6.0,116,1,2773405.0,1,2773405,37.05,3500000,0.7924014285714286,35631721,23124,4212,,1901,4000,11.0,0.0616354,0.0627783,0.0240043,11.0,3.0,22.0,0.078921,0.060268,2773387,1,2773387,2773387,12.0,12.0,3.0,1,2773387,12.0,12.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,2773387,12.0
Enterococcus,SRR13386177,10X,10X,10.0,log,3,2773465,12.340134019076125,5834.270528844592,0.05834271,72.4,72.4,0.0,21.6,6.0,116,1,2773465.0,1,2773465,37.05,3500000,0.7924185714285714,35631721,23124,4212,,1901,4000,11.0,0.0616354,0.0627783,0.0240043,11.0,3.0,22.0,0.078921,0.060268,2773387,1,2773387,2773387,12.0,12.0,3.0,1,2773387,12.0,12.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,2773387,12.0
Enterococcus,SRR13386177,10X,10X,10.0,log,4,2773407,12.33935992748934,5835.311302744674,0.05835311,73.3,73.3,0.0,20.7,6.0,116,1,2773407.0,1,2773407,37.05,3500000,0.792402,35631721,23124,4212,,1901,4000,11.0,0.0616354,0.0627783,0.0240043,11.0,3.0,22.0,0.078921,0.060268,2773387,1,2773387,2773387,12.0,12.0,3.0,1,2773387,12.0,12.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,2773387,12.0
Enterococcus,SRR13386177,10X,10X,10.0,log,5,2773459,12.340140718547836,5834.261974538564,0.05834262,73.3,73.3,0.0,20.7,6.0,116,1,2773459.0,1,2773459,37.05,3500000,0.7924168571428571,35631721,23124,4212,,1901,4000,11.0,0.0616354,0.0627783,0.0240043,11.0,3.0,22.0,0.078921,0.060268,2773387,1,2773387,2773387,12.0,12.0,3.0,1,2773387,12.0,12.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,2773387,12.0
Enterococcus,SRR13386177,40X,40X,40.0,log,1,2774412,12.280590546979528,5914.8125369323725,0.05914812,87.9,87.9,0.0,11.2,0.9,116,1,2774412.0,1,2774412,37.05,3500000,0.7926891428571429,141126665,22299,4078,,7612,4000,44.0,0.0688354,0.0692223,0.0238316,45.0,9.0,94.0,0.097594,0.059922,2774004,1,2774004,2774004,51.0,51.0,10.0,1,2774004,51.0,51.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,2774004,51.0
Enterococcus,SRR13386177,40X,40X,40.0,log,2,2774427,12.27436710815262,5923.294122115784,0.05923294,89.7,89.7,0.0,9.5,0.9,116,1,2774427.0,1,2774427,37.05,3500000,0.7926934285714285,141126665,22299,4078,,7612,4000,44.0,0.0688354,0.0692223,0.0238316,45.0,9.0,94.0,0.097594,0.059922,2774004,1,2774004,2774004,51.0,51.0,10.0,1,2774004,51.0,51.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,2774004,51.0
Enterococcus,SRR13386177,40X,40X,40.0,log,3,2774447,12.273950671894148,5923.861461917037,0.05923862,89.7,89.7,0.0,9.5,0.9,116,1,2774447.0,1,2774447,37.05,3500000,0.7926991428571428,141126665,22299,4078,,7612,4000,44.0,0.0688354,0.0692223,0.0238316,45.0,9.0,94.0,0.097594,0.059922,2774004,1,2774004,2774004,51.0,51.0,10.0,1,2774004,51.0,51.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,2774004,51.0
Enterococcus,SRR13386177,40X,40X,40.0,log,4,2774433,12.274115628664246,5923.636556393398,0.05923637,89.7,89.7,0.0,9.5,0.9,116,1,2774433.0,1,2774433,37.05,3500000,0.7926951428571428,141126665,22299,4078,,7612,4000,44.0,0.0688354,0.0692223,0.0238316,45.0,9.0,94.0,0.097594,0.059922,2774004,1,2774004,2774004,51.0,51.0,10.0,1,2774004,51.0,51.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,2774004,51.0
Enterococcus,SRR13386177,40X,40X,40.0,log,5,2774452,12.27438030572909,5923.276065646721,0.05923276,89.7,89.7,0.0,9.5,0.9,116,1,2774452.0,1,2774452,37.05,3500000,0.7927005714285714,141126665,22299,4078,,7612,4000,44.0,0.0688354,0.0692223,0.0238316,45.0,9.0,94.0,0.097594,0.059922,2774004,1,2774004,2774004,51.0,51.0,10.0,1,2774004,51.0,51.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,2774004,51.0
Enterococcus,SRR13386177,FULL,163X,163.0,log,1,2774519,12.222292134217344,5994.746187809375,0.05994746,93.1,92.2,0.9,6.9,0.0,116,1,2774519.0,1,2774519,37.05,3500000,0.7927197142857143,571996504,22065,4066,,31073,4000,179.0,0.0740334,0.0720823,0.0239266,185.0,37.0,365.0,0.098213,0.06056,2773058,1,2773058,2773058,201.0,201.0,40.0,1,2773058,201.0,201.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,2773058,201.0
Enterococcus,SRR13386177,FULL,163X,163.0,log,2,2774595,12.208885733665806,6013.28007056107,0.0601328,91.4,90.5,0.9,8.6,0.0,116,1,2774595.0,1,2774595,37.05,3500000,0.7927414285714286,571996504,22065,4066,,31073,4000,179.0,0.0740334,0.0720823,0.0239266,185.0,37.0,365.0,0.098213,0.06056,2773058,1,2773058,2773058,201.0,201.0,40.0,1,2773058,201.0,201.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,2773058,201.0
Enterococcus,SRR13386177,FULL,163X,163.0,log,3,2774605,12.207292074178817,6015.487044307835,0.06015487,92.2,91.4,0.9,7.8,0.0,116,1,2774605.0,1,2774605,37.05,3500000,0.7927442857142857,571996504,22065,4066,,31073,4000,179.0,0.0740334,0.0720823,0.0239266,185.0,37.0,365.0,0.098213,0.06056,2773058,1,2773058,2773058,201.0,201.0,40.0,1,2773058,201.0,201.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,2773058,201.0
Enterococcus,SRR13386177,FULL,163X,163.0,log,4,2774605,12.207953440476787,6014.571727936169,0.06014571,93.1,92.2,0.9,6.0,0.9,116,1,2774605.0,1,2774605,37.05,3500000,0.7927442857142857,571996504,22065,4066,,31073,4000,179.0,0.0740334,0.0720823,0.0239266,185.0,37.0,365.0,0.098213,0.06056,2773058,1,2773058,2773058,201.0,201.0,40.0,1,2773058,201.0,201.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,2773058,201.0
Enterococcus,SRR13386177,FULL,163X,163.0,log,5,2774590,12.208196785082407,6014.233929461374,0.06014234,94.0,93.1,0.9,6.0,0.0,116,1,2774590.0,1,2774590,37.05,3500000,0.79274,571996504,22065,4066,,31073,4000,179.0,0.0740334,0.0720823,0.0239266,185.0,37.0,365.0,0.098213,0.06056,2773058,1,2773058,2773058,201.0,201.0,40.0,1,2773058,201.0,201.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,2773058,201.0
Enterococcus,SRR13957660,10X,10X,10.0,log,1,85349,11.049195541280794,7853.811081447858,0.07853811,63.8,63.8,0.0,25.0,11.2,116,11,95800.4,59,2750856,37.59,3500000,0.7859588571428572,35258785,3080,1003,,11101,1000,7.0,0.0637991,0.0640163,0.0272546,8.0,3.0,17.0,0.116051,0.084798,2756134,59,85437,194151,12.0,12.0,3.0,59,2756134,11.101694915254237,11.0,0.2846965137002996,0,0.0,0.0013174250598846065,0,0.0,2,0.0013174250598846065,0.004661602084659164,0.030150203146871668,194151,12.0
Enterococcus,SRR13957660,10X,10X,10.0,log,2,85353,11.026254776508466,7895.407101508478,0.07895407,63.8,63.8,0.0,27.6,8.6,116,11,95806.0,58,2746511,37.59,3500000,0.7847174285714286,35258785,3080,1003,,11101,1000,7.0,0.0637991,0.0640163,0.0272546,8.0,3.0,17.0,0.116051,0.084798,2756134,59,85437,194151,12.0,12.0,3.0,59,2756134,11.101694915254237,11.0,0.2846965137002996,0,0.0,0.0013174250598846065,0,0.0,2,0.0013174250598846065,0.004661602084659164,0.030150203146871668,194151,12.0
Enterococcus,SRR13957660,10X,10X,10.0,log,3,85346,11.025953904301574,7895.953642941197,0.07895954,62.1,62.1,0.0,29.3,8.6,116,11,95816.3,58,2744884,37.59,3500000,0.7842525714285714,35258785,3080,1003,,11101,1000,7.0,0.0637991,0.0640163,0.0272546,8.0,3.0,17.0,0.116051,0.084798,2756134,59,85437,194151,12.0,12.0,3.0,59,2756134,11.101694915254237,11.0,0.2846965137002996,0,0.0,0.0013174250598846065,0,0.0,2,0.0013174250598846065,0.004661602084659164,0.030150203146871668,194151,12.0
Enterococcus,SRR13957660,10X,10X,10.0,log,4,85349,11.015327847762077,7915.296887900567,0.07915297,60.3,60.3,0.0,30.2,9.5,116,11,95807.7,58,2743861,37.59,3500000,0.7839602857142857,35258785,3080,1003,,11101,1000,7.0,0.0637991,0.0640163,0.0272546,8.0,3.0,17.0,0.116051,0.084798,2756134,59,85437,194151,12.0,12.0,3.0,59,2756134,11.101694915254237,11.0,0.2846965137002996,0,0.0,0.0013174250598846065,0,0.0,2,0.0013174250598846065,0.004661602084659164,0.030150203146871668,194151,12.0
Enterococcus,SRR13957660,10X,10X,10.0,log,5,85347,11.016761778585623,7912.684294555229,0.07912684,61.2,61.2,0.0,29.3,9.5,116,11,95817.7,58,2742060,37.59,3500000,0.7834457142857143,35258785,3080,1003,,11101,1000,7.0,0.0637991,0.0640163,0.0272546,8.0,3.0,17.0,0.116051,0.084798,2756134,59,85437,194151,12.0,12.0,3.0,59,2756134,11.101694915254237,11.0,0.2846965137002996,0,0.0,0.0013174250598846065,0,0.0,2,0.0013174250598846065,0.004661602084659164,0.030150203146871668,194151,12.0
Enterococcus,SRR13957660,20X,20X,19.0,log,1,560272,11.081939091998771,7794.819814639784,0.0779482,72.4,72.4,0.0,22.4,5.2,116,2,606388.8,9,2699214,37.66,3500000,0.771204,69914745,3084,1003,,22028,1000,14.0,0.0678068,0.0682846,0.0267129,19.0,4.0,40.0,0.103637,0.083746,2702896,9,560505,979729,25.0,25.0,5.0,9,2702896,25.11111111111111,25.0,0.14141997180970697,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,979729,23.0
Enterococcus,SRR13957660,20X,20X,19.0,log,2,560069,11.067307174793616,7821.126213053245,0.07821126,70.7,69.8,0.9,24.1,5.2,116,2,605825.6,9,2696479,37.66,3500000,0.7704225714285714,69914745,3084,1003,,22028,1000,14.0,0.0678068,0.0682846,0.0267129,19.0,4.0,40.0,0.103637,0.083746,2702896,9,560505,979729,25.0,25.0,5.0,9,2702896,25.11111111111111,25.0,0.14141997180970697,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,979729,23.0
Enterococcus,SRR13957660,20X,20X,19.0,log,3,560246,11.063208338524216,7828.511020429213,0.07828511,73.3,72.4,0.9,23.3,3.4,116,2,605673.3,9,2694361,37.65,3500000,0.7698174285714285,69914745,3084,1003,,22028,1000,14.0,0.0678068,0.0682846,0.0267129,19.0,4.0,40.0,0.103637,0.083746,2702896,9,560505,979729,25.0,25.0,5.0,9,2702896,25.11111111111111,25.0,0.14141997180970697,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,979729,23.0
Enterococcus,SRR13957660,20X,20X,19.0,log,4,559741,11.059897683468634,7834.481324066568,0.07834481,73.3,72.4,0.9,22.4,4.3,116,2,605342.0,9,2692267,37.66,3500000,0.7692191428571429,69914745,3084,1003,,22028,1000,14.0,0.0678068,0.0682846,0.0267129,19.0,4.0,40.0,0.103637,0.083746,2702896,9,560505,979729,25.0,25.0,5.0,9,2702896,25.11111111111111,25.0,0.14141997180970697,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,979729,23.0
Enterococcus,SRR13957660,20X,20X,19.0,log,5,559534,11.059826174549364,7834.609600362231,0.0783461,73.3,71.6,1.7,22.4,4.3,116,2,605040.2,9,2689914,37.66,3500000,0.7685468571428572,69914745,3084,1003,,22028,1000,14.0,0.0678068,0.0682846,0.0267129,19.0,4.0,40.0,0.103637,0.083746,2702896,9,560505,979729,25.0,25.0,5.0,9,2702896,25.11111111111111,25.0,0.14141997180970697,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,979729,23.0
Enterococcus,SRR13957660,40X,40X,39.0,log,1,2696086,11.0374088960411,7875.155017282982,0.07875155,80.2,79.3,0.9,14.7,5.2,116,1,2696086.0,1,2696086,37.7,3500000,0.7703102857142857,139781038,3078,1003,,44166,1000,28.0,0.0691946,0.0697489,0.026404,38.0,8.0,80.0,0.115097,0.083252,2696716,1,2696716,2696716,51.0,51.0,10.0,1,2696716,51.0,51.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,2696716,51.0
Enterococcus,SRR13957660,40X,40X,39.0,log,2,2696112,11.02982448012994,7888.920343566612,0.0788892,77.6,76.7,0.9,15.5,6.9,116,1,2696112.0,1,2696112,37.7,3500000,0.7703177142857143,139781038,3078,1003,,44166,1000,28.0,0.0691946,0.0697489,0.026404,38.0,8.0,80.0,0.115097,0.083252,2696716,1,2696716,2696716,51.0,51.0,10.0,1,2696716,51.0,51.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,2696716,51.0
Enterococcus,SRR13957660,40X,40X,39.0,log,3,2696038,11.028546929793457,7891.240731060698,0.07891241,76.7,75.9,0.9,16.4,6.9,116,1,2696038.0,1,2696038,37.7,3500000,0.7702965714285714,139781038,3078,1003,,44166,1000,28.0,0.0691946,0.0697489,0.026404,38.0,8.0,80.0,0.115097,0.083252,2696716,1,2696716,2696716,51.0,51.0,10.0,1,2696716,51.0,51.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,2696716,51.0
Enterococcus,SRR13957660,40X,40X,39.0,log,4,2695953,11.02898668174049,7890.44206062754,0.07890442,77.6,76.7,0.9,16.4,6.0,116,1,2695953.0,1,2695953,37.7,3500000,0.7702722857142857,139781038,3078,1003,,44166,1000,28.0,0.0691946,0.0697489,0.026404,38.0,8.0,80.0,0.115097,0.083252,2696716,1,2696716,2696716,51.0,51.0,10.0,1,2696716,51.0,51.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,2696716,51.0
Enterococcus,SRR13957660,40X,40X,39.0,log,5,2696001,11.028780834860273,7890.816200476032,0.07890816,77.6,76.7,0.9,15.5,6.9,116,1,2696001.0,1,2696001,37.69,3500000,0.770286,139781038,3078,1003,,44166,1000,28.0,0.0691946,0.0697489,0.026404,38.0,8.0,80.0,0.115097,0.083252,2696716,1,2696716,2696716,51.0,51.0,10.0,1,2696716,51.0,51.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,2696716,51.0
Enterococcus,SRR13957660,FULL,46X,46.0,log,1,2696020,11.03319877742343,7882.793208121006,0.07882793,75.9,74.1,1.7,18.1,6.0,116,1,2696020.0,1,2696020,37.7,3500000,0.7702914285714286,164131825,3076,1004,,51849,1000,34.0,0.0703233,0.0711379,0.0263838,45.0,9.0,91.0,0.116372,0.08322,2696562,1,2696562,2696562,61.0,61.0,12.0,1,2696562,61.0,61.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,2696562,61.0
Enterococcus,SRR13957660,FULL,46X,46.0,log,2,2695949,11.025732251275304,7896.357426879792,0.07896357,72.4,71.6,0.9,23.3,4.3,116,1,2695949.0,1,2695949,37.69,3500000,0.7702711428571428,164131825,3076,1004,,51849,1000,34.0,0.0703233,0.0711379,0.0263838,45.0,9.0,91.0,0.116372,0.08322,2696562,1,2696562,2696562,61.0,61.0,12.0,1,2696562,61.0,61.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,2696562,61.0
Enterococcus,SRR13957660,FULL,46X,46.0,log,3,2696551,11.023586706808246,7900.258784935178,0.07900259,74.1,73.3,0.9,20.7,5.2,116,1,2696551.0,1,2696551,37.69,3500000,0.7704431428571429,164131825,3076,1004,,51849,1000,34.0,0.0703233,0.0711379,0.0263838,45.0,9.0,91.0,0.116372,0.08322,2696562,1,2696562,2696562,61.0,61.0,12.0,1,2696562,61.0,61.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,2696562,61.0
Enterococcus,SRR13957660,FULL,46X,46.0,log,4,2695492,11.014900997698554,7916.074825461616,0.07916075,73.3,72.4,0.9,21.6,5.2,116,1,2695492.0,1,2695492,37.69,3500000,0.7701405714285714,164131825,3076,1004,,51849,1000,34.0,0.0703233,0.0711379,0.0263838,45.0,9.0,91.0,0.116372,0.08322,2696562,1,2696562,2696562,61.0,61.0,12.0,1,2696562,61.0,61.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,2696562,61.0
Enterococcus,SRR13957660,FULL,46X,46.0,log,5,2695453,11.022139530379402,7902.891548058949,0.07902892,73.3,72.4,0.9,20.7,6.0,116,1,2695453.0,1,2695453,37.69,3500000,0.7701294285714285,164131825,3076,1004,,51849,1000,34.0,0.0703233,0.0711379,0.0263838,45.0,9.0,91.0,0.116372,0.08322,2696562,1,2696562,2696562,61.0,61.0,12.0,1,2696562,61.0,61.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,2696562,61.0
Enterococcus,SRR13957676,10X,10X,10.0,log,1,3003324,11.488409386779558,7098.376009471806,0.07098377,69.0,67.2,1.7,22.4,8.6,116,1,3001003.6,2,3005648,37.32,3500000,0.8587565714285714,35090446,21304,3368,,2206,3000,10.0,0.0648417,0.0667866,0.0269296,10.0,3.0,21.0,0.115466,0.070947,3006170,2,3003825,3003825,11.0,11.0,3.0,2,3006170,7.5,7.5,0.848528137423857,2,1.0,0.0007800623384572397,0,0.0,0,0.0,0.0007800623384572397,0.0007800623384572397,3003825,12.0
Enterococcus,SRR13957676,10X,10X,10.0,log,2,3003236,11.478000091599004,7115.41102259829,0.07115411,68.1,66.4,1.7,21.6,10.3,116,1,3000922.6,2,3005553,37.32,3500000,0.8587294285714285,35090446,21304,3368,,2206,3000,10.0,0.0648417,0.0667866,0.0269296,10.0,3.0,21.0,0.115466,0.070947,3006170,2,3003825,3003825,11.0,11.0,3.0,2,3006170,7.5,7.5,0.848528137423857,2,1.0,0.0007800623384572397,0,0.0,0,0.0,0.0007800623384572397,0.0007800623384572397,3003825,12.0
Enterococcus,SRR13957676,10X,10X,10.0,log,3,3003271,11.47859828319233,7114.430779227345,0.07114431,68.1,66.4,1.7,21.6,10.3,116,1,3000960.6,2,3005585,37.32,3500000,0.8587385714285715,35090446,21304,3368,,2206,3000,10.0,0.0648417,0.0667866,0.0269296,10.0,3.0,21.0,0.115466,0.070947,3006170,2,3003825,3003825,11.0,11.0,3.0,2,3006170,7.5,7.5,0.848528137423857,2,1.0,0.0007800623384572397,0,0.0,0,0.0,0.0007800623384572397,0.0007800623384572397,3003825,12.0
Enterococcus,SRR13957676,10X,10X,10.0,log,4,3003217,11.478362048708645,7114.818256142647,0.07114818,67.2,65.5,1.7,22.4,10.3,116,1,3000906.6,2,3005531,37.32,3500000,0.8587231428571429,35090446,21304,3368,,2206,3000,10.0,0.0648417,0.0667866,0.0269296,10.0,3.0,21.0,0.115466,0.070947,3006170,2,3003825,3003825,11.0,11.0,3.0,2,3006170,7.5,7.5,0.848528137423857,2,1.0,0.0007800623384572397,0,0.0,0,0.0,0.0007800623384572397,0.0007800623384572397,3003825,12.0
Enterococcus,SRR13957676,10X,10X,10.0,log,5,3003296,11.47855677336022,7114.498575801885,0.07114499,67.2,65.5,1.7,22.4,10.3,116,1,3000985.6,2,3005610,37.32,3500000,0.8587457142857143,35090446,21304,3368,,2206,3000,10.0,0.0648417,0.0667866,0.0269296,10.0,3.0,21.0,0.115466,0.070947,3006170,2,3003825,3003825,11.0,11.0,3.0,2,3006170,7.5,7.5,0.848528137423857,2,1.0,0.0007800623384572397,0,0.0,0,0.0,0.0007800623384572397,0.0007800623384572397,3003825,12.0
Enterococcus,SRR13957676,20X,20X,20.0,log,1,3003841,11.606447163027244,6908.046946351897,0.06908047,79.3,77.6,1.7,14.7,6.0,116,1,3003841.0,1,3003841,37.33,3500000,0.8582402857142857,70825351,21100,3353,,4465,3000,20.0,0.0691931,0.0699151,0.0265214,21.0,4.0,42.0,0.112836,0.06906,3005852,2,3003498,3003498,22.0,22.0,4.0,2,3005852,14.5,14.5,0.8290217434600902,2,1.0,0.0007831390234782019,0,0.0,0,0.0,0.0007831390234782019,0.0007831390234782019,3003498,23.0
Enterococcus,SRR13957676,20X,20X,20.0,log,2,3003826,11.6013942662423,6916.088272308743,0.06916089,78.4,76.7,1.7,15.5,6.0,116,1,3003826.0,1,3003826,37.33,3500000,0.858236,70825351,21100,3353,,4465,3000,20.0,0.0691931,0.0699151,0.0265214,21.0,4.0,42.0,0.112836,0.06906,3005852,2,3003498,3003498,22.0,22.0,4.0,2,3005852,14.5,14.5,0.8290217434600902,2,1.0,0.0007831390234782019,0,0.0,0,0.0,0.0007831390234782019,0.0007831390234782019,3003498,23.0
Enterococcus,SRR13957676,20X,20X,20.0,log,3,3003810,11.601909214196908,6915.269571685701,0.06915269,76.7,75.0,1.7,15.5,7.8,116,1,3003810.0,1,3003810,37.33,3500000,0.8582314285714285,70825351,21100,3353,,4465,3000,20.0,0.0691931,0.0699151,0.0265214,21.0,4.0,42.0,0.112836,0.06906,3005852,2,3003498,3003498,22.0,22.0,4.0,2,3005852,14.5,14.5,0.8290217434600902,2,1.0,0.0007831390234782019,0,0.0,0,0.0,0.0007831390234782019,0.0007831390234782019,3003498,23.0
Enterococcus,SRR13957676,20X,20X,20.0,log,4,3003838,11.601473388421311,6915.9630982548015,0.06915963,78.4,76.7,1.7,14.7,6.9,116,1,3003838.0,1,3003838,37.33,3500000,0.8582394285714285,70825351,21100,3353,,4465,3000,20.0,0.0691931,0.0699151,0.0265214,21.0,4.0,42.0,0.112836,0.06906,3005852,2,3003498,3003498,22.0,22.0,4.0,2,3005852,14.5,14.5,0.8290217434600902,2,1.0,0.0007831390234782019,0,0.0,0,0.0,0.0007831390234782019,0.0007831390234782019,3003498,23.0
Enterococcus,SRR13957676,20X,20X,20.0,log,5,3003819,11.60174655940438,6915.527782399264,0.06915528,78.4,76.7,1.7,14.7,6.9,116,1,3003819.0,1,3003819,37.33,3500000,0.858234,70825351,21100,3353,,4465,3000,20.0,0.0691931,0.0699151,0.0265214,21.0,4.0,42.0,0.112836,0.06906,3005852,2,3003498,3003498,22.0,22.0,4.0,2,3005852,14.5,14.5,0.8290217434600902,2,1.0,0.0007831390234782019,0,0.0,0,0.0,0.0007831390234782019,0.0007831390234782019,3003498,23.0
Enterococcus,SRR13957676,40X,40X,40.0,log,1,3004478,11.57566260799396,6957.188030531609,0.06957188,86.2,84.5,1.7,10.3,3.4,116,1,3004478.0,1,3004478,37.33,3500000,0.8584222857142857,142169832,21299,3366,,8939,3000,41.0,0.0709362,0.0723797,0.0262499,42.0,8.0,85.0,0.115961,0.068979,3004074,1,3004074,3004074,48.0,48.0,10.0,1,3004074,48.0,48.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,3004074,48.0
Enterococcus,SRR13957676,40X,40X,40.0,log,2,3004481,11.570984587865114,6964.685657427064,0.06964686,85.3,83.6,1.7,10.3,4.3,116,1,3004481.0,1,3004481,37.33,3500000,0.8584231428571428,142169832,21299,3366,,8939,3000,41.0,0.0709362,0.0723797,0.0262499,42.0,8.0,85.0,0.115961,0.068979,3004074,1,3004074,3004074,48.0,48.0,10.0,1,3004074,48.0,48.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,3004074,48.0
Enterococcus,SRR13957676,40X,40X,40.0,log,3,3004477,11.570919737434105,6964.790103317366,0.0696479,87.9,86.2,1.7,9.5,2.6,116,1,3004477.0,1,3004477,37.33,3500000,0.858422,142169832,21299,3366,,8939,3000,41.0,0.0709362,0.0723797,0.0262499,42.0,8.0,85.0,0.115961,0.068979,3004074,1,3004074,3004074,48.0,48.0,10.0,1,3004074,48.0,48.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,3004074,48.0
