Genus,Sample,Coverage,Coverage_effective,coverage_est,coverage_est_src,round,n50,qv,indels_per_100kb,error_rate,busco_complete,busco_single,busco_duplicated,busco_fragmented,busco_missing,busco_n,l50,auN,num_contigs,total_length,gc,expected_genome_size,assembly_frac,raw_total_bp,raw_read_n50,raw_read_n90,raw_mean_read_len,raw_n_reads,min_overlap,overlap_based_coverage,ovlp_div_initial,ovlp_median_div_first,ovlp_median_div_last,mean_edge_coverage,read_cov_cutoff,unique_cov_threshold,align_err_consensus,align_err_polishing,asm_total_length,asm_fragments,asm_frag_N50,asm_largest_frag,asm_mean_coverage,polish_mean_contig_cov,polish_selected_cov_threshold,ai_num_contigs,ai_total_bp,ai_mean_cov,ai_median_cov,ai_cov_cv,ai_circular_n,ai_circular_bp_frac,ai_repeat_bp_frac,ai_mult_gt1_n,ai_mult_gt1_bp_frac,ai_alt_groups_n,ai_alt_bp_frac,ai_low_cov_bp_frac,ai_short_bp_frac_10kb,ai_longest_len,ai_longest_cov,delta_qv,delta_busco_complete,delta_n50,delta_num_contigs,delta_error_rate,delta_error_improvement,assembly_error,delta_assembly_error,qv_improvement_rate,busco_per_contig,n50_fraction,cost_benefit_ratio,delta_qv_cumsum,delta_busco_complete_cumsum,score_improvement,gain_cumulative,qv_from_r1,n50_from_r1,error_rate_from_r1,busco_complete_from_r1,assembly_frac_from_r1,delta_qv_trend,delta_busco_complete_trend,score_improvement_trend,is_plateau,plateau_streak,completeness_score,assembly_quality,polishing_effectiveness
Paenibacillus,SRR21362351,40X,40X,40.0,log,3,5649388,12.09096143276576,6178.796189484849,0.06178796,87.9,87.1,0.9,8.6,3.4,116,1,5649388.0,1,5649388,63.68,6600000,0.8559678787878788,265165584,5839,1997,,44103,2000,39.0,0.0737844,0.0735977,0.029034,39.0,8.0,80.0,0.105746,0.059666,5649026,1,5649026,5649026,46.0,46.0,9.0,1,5649026,46.0,46.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5649026,46.0,-0.009942346673284419,0.0,-967.0,0.0,0.00014129000000000225,-0.00014129000000000225,0.14403212121212117,0.00014651515151509198,-0.003314115557761473,43.95,0.9999998229897074,-0.0016570577788807366,-0.017014839184822605,-1.7999999999999972,-0.003990545154162259,-0.546852725370898,-0.017014839184822605,-101,0.00024160000000000154,-1.7999999999999972,-1.5303030302948883e-05,-0.0028698541617462325,1.7999999999999972,0.5388716350625734,0,0,0.82468838316,0.3761978827272727,-0.0009976362885405648
Paenibacillus,SRR21362351,40X,40X,40.0,log,4,5649757,12.100904483928868,6164.665709172403,0.06164666,87.9,87.1,0.9,8.6,3.4,116,1,5649757.0,1,5649757,63.68,6600000,0.8560237878787879,265165584,5839,1997,,44103,2000,39.0,0.0737844,0.0735977,0.029034,39.0,8.0,80.0,0.105746,0.059666,5649026,1,5649026,5649026,46.0,46.0,9.0,1,5649026,46.0,46.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5649026,46.0,0.009943051163109118,0.0,369.0,0.0,-0.00014130000000000392,0.00014130000000000392,0.14397621212121214,-5.5909090909023185e-05,0.0024857627907772795,43.95,0.9999998230012683,0.0012428813953886397,-0.007071788021713488,-1.7999999999999972,0.003999889556152746,-0.5428528358147452,-0.007071788021713488,268,0.00010029999999999761,-1.7999999999999972,4.06060606060743e-05,0.019885397836393537,0.0,0.007990434710315006,0,0,0.8248125858600001,0.37622245477272726,0.0007999779112305491
Paenibacillus,SRR21362351,40X,40X,40.0,log,5,5649415,12.09694635056305,6170.287445239903,0.06170287,87.9,87.1,0.9,7.8,4.3,116,1,5649415.0,1,5649415,63.68,6600000,0.8559719696969696,265165584,5839,1997,,44103,2000,39.0,0.0737844,0.0735977,0.029034,39.0,8.0,80.0,0.105746,0.059666,5649026,1,5649026,5649026,46.0,46.0,9.0,1,5649026,46.0,46.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5649026,46.0,-0.003958133365818739,0.0,-342.0,0.0,5.621000000000098e-05,-5.621000000000098e-05,0.14402803030303035,5.181818181820841e-05,-0.0007916266731637478,43.95,0.9999998229905533,-0.0003958133365818739,-0.011029921387532227,-1.7999999999999972,-0.0015893135281456752,-0.5444421493428909,-0.011029921387532227,-74,0.0001565099999999986,-1.7999999999999972,-1.1212121212134107e-05,-0.013901184528927857,0.0,-0.005589203084298421,0,0,0.82476317727,0.37619968068181814,-0.0002648855880242792
Paenibacillus,SRR21362351,FULL,77X,77.0,log,1,5649674,12.103672602170946,6160.737556047187,0.06160738,90.5,89.7,0.9,6.0,3.4,116,1,5649674.0,1,5649674,63.68,6600000,0.8560112121212121,509012911,5806,1993,,84918,2000,74.0,0.076646,0.0754837,0.0290055,76.0,15.0,152.0,0.103517,0.05964,5648558,1,5648558,5648558,92.0,92.0,18.0,1,5648558,92.0,92.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5648558,92.0,,,,,,,0.14398878787878788,,,45.25,0.9999998229986681,0.0,,,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,1,1,0.8492453211000001,0.3873450734848485,0.0
Paenibacillus,SRR21362351,FULL,77X,77.0,log,2,5649632,12.095225079242674,6172.733090372373,0.06172733,89.7,88.8,0.9,6.9,3.4,116,1,5649632.0,1,5649632,63.68,6600000,0.8560048484848485,509012911,5806,1993,,84918,2000,74.0,0.076646,0.0754837,0.0290055,76.0,15.0,152.0,0.103517,0.05964,5648558,1,5648558,5648558,92.0,92.0,18.0,1,5648558,92.0,92.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5648558,92.0,-0.008447522928271667,-0.7999999999999972,-42.0,0.0,0.00011994999999999367,-0.00011994999999999367,0.14399515151515152,6.363636363637681e-06,-0.004223761464135833,44.85,0.9999998229973522,-0.2021118807320672,-0.008447522928271667,-0.7999999999999972,-0.24340236280767144,-0.24340236280767144,-0.008447522928271667,-42,0.00011994999999999367,-0.7999999999999972,-6.363636363637681e-06,,,-0.24340236280767144,0,0,0.8416305849900001,0.38391817454545457,-0.08113412093589048
Paenibacillus,SRR21362351,FULL,77X,77.0,log,3,5649605,12.095211007881469,6172.7539532676765,0.06172753,90.5,89.7,0.9,6.0,3.4,116,1,5649605.0,1,5649605,63.68,6600000,0.8560007575757576,509012911,5806,1993,,84918,2000,74.0,0.076646,0.0754837,0.0290055,76.0,15.0,152.0,0.103517,0.05964,5648558,1,5648558,5648558,92.0,92.0,18.0,1,5648558,92.0,92.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5648558,92.0,-1.4071361205125754e-05,0.7999999999999972,-27.0,0.0,2.0000000000575113e-07,-2.0000000000575113e-07,0.14399924242424245,4.090909090925798e-06,-4.690453735041918e-06,45.25,0.9999998229965064,0.13333098810646535,-0.008461594289476793,0.0,0.23999474054642617,-0.0034076222612452745,-0.008461594289476793,-69,0.00012014999999999942,0.0,-1.045454545456348e-05,0.008433451567066541,1.5999999999999943,0.4833971033540976,0,0,0.84913658535,0.3873403428030303,0.05999868513660654
Paenibacillus,SRR21362351,FULL,77X,77.0,log,4,5650548,12.096103926090144,6171.48361425892,0.06171484,89.7,88.8,0.9,6.9,3.4,116,1,5650548.0,1,5650548,63.68,6600000,0.8561436363636363,509012911,5806,1993,,84918,2000,74.0,0.076646,0.0754837,0.0290055,76.0,15.0,152.0,0.103517,0.05964,5648558,1,5648558,5648558,92.0,92.0,18.0,1,5648558,92.0,92.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5648558,92.0,0.0008929182086756526,-0.7999999999999972,943.0,0.0,-1.2690000000002699e-05,1.2690000000002699e-05,0.14385636363636367,-0.00014287878787877517,0.00022322955216891316,44.85,0.9999998230260458,-0.09988838522391519,-0.00756867608080114,-0.7999999999999972,-0.23965458259531675,-0.24306220485656202,-0.00756867608080114,874,0.00010745999999999672,-0.7999999999999972,0.0001324242424242117,0.0009069895698807784,-1.5999999999999943,-0.4796493231417429,0,0,0.8416417885199999,0.3839804209090909,-0.04793091651906335
Paenibacillus,SRR21362351,FULL,77X,77.0,log,5,5649712,12.088820288908774,6181.843635159825,0.06181843,92.2,91.4,0.9,5.2,2.6,116,1,5649712.0,1,5649712,63.68,6600000,0.8560169696969697,509012911,5806,1993,,84918,2000,74.0,0.076646,0.0754837,0.0290055,76.0,15.0,152.0,0.103517,0.05964,5648558,1,5648558,5648558,92.0,92.0,18.0,1,5648558,92.0,92.0,0.0,1,1.0,0.0,0,0.0,0,0.0,0.0,0.0,5648558,92.0,-0.00728363718137004,2.5,-836.0,0.0,0.00010359000000000063,-0.00010359000000000063,0.14398303030303028,0.0001266666666666083,-0.001456727436274008,46.1,0.9999998229998586,0.249271636281863,-0.01485231326217118,1.7000000000000028,0.7470784937941186,0.5040162889375566,-0.01485231326217118,38,0.00021104999999999735,1.7000000000000028,5.757575757603384e-06,-0.008176555390045692,3.299999999999997,0.9867330763894353,0,0,0.86500340754,0.3946238230303031,0.12451308229901976
Bacillus_subtilis,SRR21362396,10X,10X,10.0,log,1,676319,13.289724711542544,4688.430999074823,0.04688431,83.6,83.6,0.0,12.9,3.4,116,3,747187.2,10,4094893,46.18,4200000,0.9749745238095238,42179158,7878,2548,,4749,3000,9.0,0.055122,0.0563355,0.0204991,8.0,3.0,15.0,0.077971,0.045462,4097750,10,676685,1227505,10.0,10.0,3.0,10,4097750,9.0,9.5,0.2342427896421021,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1227505,11.0,,,,,,,0.025025476190476237,,,7.6,0.16516154020104062,0.0,,,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,1,1,0.79680471684,0.0740980638095238,0.0
Bacillus_subtilis,SRR21362396,10X,10X,10.0,log,2,676335,13.282406540405969,4696.338129989151,0.04696338,82.8,82.8,0.0,13.8,3.4,116,3,747182.2,10,4094853,46.18,4200000,0.974965,42179158,7878,2548,,4749,3000,9.0,0.055122,0.0563355,0.0204991,8.0,3.0,15.0,0.077971,0.045462,4097750,10,676685,1227505,10.0,10.0,3.0,10,4097750,9.0,9.5,0.2342427896421021,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1227505,11.0,-0.007318171136574847,-0.7999999999999972,16.0,0.0,7.907000000000053e-05,-7.907000000000053e-05,0.02503500000000003,9.523809523792615e-06,-0.0036590855682874235,7.527272727272727,0.16516706090131664,-0.201829542784143,-0.007318171136574847,-0.7999999999999972,-0.24294213007367668,-0.24294213007367668,-0.007318171136574847,16,7.907000000000053e-05,-0.7999999999999972,-9.523809523792615e-06,,,-0.24294213007367668,0,0,0.7891143213599999,0.07338827454545455,-0.0809807100245589
Bacillus_subtilis,SRR21362396,10X,10X,10.0,log,3,676189,13.281772207320298,4697.024063277883,0.04697024,83.6,83.6,0.0,12.9,3.4,116,3,747108.0,10,4094580,46.18,4200000,0.9749,42179158,7878,2548,,4749,3000,9.0,0.055122,0.0563355,0.0204991,8.0,3.0,15.0,0.077971,0.045462,4097750,10,676685,1227505,10.0,10.0,3.0,10,4097750,9.0,9.5,0.2342427896421021,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1227505,11.0,-0.0006343330856708462,0.7999999999999972,-146.0,0.0,6.860000000004363e-06,-6.860000000004363e-06,0.02510000000000001,6.499999999998174e-05,-0.00021144436189028207,7.6,0.1651424162814217,0.1332276111523877,-0.007952504222245693,0.0,0.2397513947657308,-0.003190735307945891,-0.007952504222245693,-130,8.593000000000489e-05,0.0,-7.452380952377435e-05,0.006683838050904001,1.5999999999999943,0.4826935248394075,0,0,0.7967328793599999,0.0740924,0.0599378486914327
Bacillus_subtilis,SRR21362396,10X,10X,10.0,log,4,676330,13.28244630489527,4696.29558751705,0.04696295,82.8,82.8,0.0,13.8,3.4,116,3,747126.2,10,4094359,46.18,4200000,0.974847380952381,42179158,7878,2548,,4749,3000,9.0,0.055122,0.0563355,0.0204991,8.0,3.0,15.0,0.077971,0.045462,4097750,10,676685,1227505,10.0,10.0,3.0,10,4097750,9.0,9.5,0.2342427896421021,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1227505,11.0,0.0006740975749721656,-0.7999999999999972,141.0,0.0,-7.290000000000074e-06,7.290000000000074e-06,0.025152619047619007,5.261904761899583e-05,0.0001685243937430414,7.527272727272727,0.16518576773903615,-0.09991573780312812,-0.007278406647273528,-0.7999999999999972,-0.23972364106524835,-0.24291437637319424,-0.007278406647273528,11,7.864000000000482e-05,-0.7999999999999972,-0.00012714285714277018,0.0013084306606430118,-1.5999999999999943,-0.47947503583097917,0,0,0.7891146774,0.07337942103896104,-0.04794472821304967
Bacillus_subtilis,SRR21362396,10X,10X,10.0,log,5,676192,13.267006251324071,4713.021136834325,0.04713021,83.6,83.6,0.0,12.9,3.4,116,3,747103.8,10,4094212,46.18,4200000,0.974812380952381,42179158,7878,2548,,4749,3000,9.0,0.055122,0.0563355,0.0204991,8.0,3.0,15.0,0.077971,0.045462,4097750,10,676685,1227505,10.0,10.0,3.0,10,4097750,9.0,9.5,0.2342427896421021,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,1227505,11.0,-0.01544005357119893,0.7999999999999972,-138.0,0.0,0.00016725999999999547,-0.00016725999999999547,0.025187619047619014,3.500000000000725e-05,-0.003088010714239786,7.6,0.1651579925128468,0.07845599464287982,-0.022718460218472458,0.0,0.23379402657151957,-0.009120349801674671,-0.022718460218472458,-127,0.0002459000000000003,0.0,-0.00016214285714277743,-0.016114151146171096,1.5999999999999943,0.47351766763676795,0,0,0.79659914444,0.07408574095238095,0.038965671095253264
Bacillus_subtilis,SRR21362396,FULL,138X,138.0,log,1,4135277,13.272228641002942,4707.356775010978,0.04707357,92.2,92.2,0.0,6.9,0.9,116,1,4129893.1,2,4140675,46.13,4200000,0.985875,581131615,7919,2542,,65215,3000,121.0,0.0661596,0.0660079,0.020339,117.0,23.0,241.0,0.085963,0.045394,4140469,2,4134649,4134649,144.0,144.0,29.0,2,4140469,245.0,245.0,0.5830023257129902,2,1.0,0.0014056378637299,1,0.0014056378637299,0,0.0,0.0,0.0014056378637299,4134649,144.0,,,,,,,0.014125000000000054,,,30.733333333333334,0.9986961066260678,0.0,,,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,1,1,0.87859816846,0.30299225,0.0
Bacillus_subtilis,SRR21362396,FULL,138X,138.0,log,2,4135292,13.264570546836191,4715.665584263576,0.04715665,94.8,94.8,0.0,4.3,0.9,116,1,4129851.4,2,4140747,46.13,4200000,0.9858921428571428,581131615,7919,2542,,65215,3000,121.0,0.0661596,0.0660079,0.020339,117.0,23.0,241.0,0.085963,0.045394,4140469,2,4134649,4134649,144.0,144.0,29.0,2,4140469,245.0,245.0,0.5830023257129902,2,1.0,0.0014056378637299,1,0.0014056378637299,0,0.0,0.0,0.0014056378637299,4134649,144.0,-0.007658094166750118,2.5999999999999943,15.0,0.0,8.307999999999927e-05,-8.307999999999927e-05,0.014107857142857227,-1.7142857142826706e-05,-0.003829047083375059,31.599999999999998,0.9986823636695592,0.648085476458311,-0.007658094166750118,2.5999999999999943,0.7769184320475839,0.7769184320475839,-0.007658094166750118,15,8.307999999999927e-05,2.5999999999999943,1.7142857142826706e-05,,,0.7769184320475839,0,0,0.9032954957999999,0.31154191714285706,0.258972810682528
Bacillus_subtilis,SRR21362396,FULL,138X,138.0,log,3,4135700,13.26450608002589,4715.735235480426,0.04715735,94.8,94.8,0.0,4.3,0.9,116,1,4130464.3,2,4140949,46.13,4200000,0.985940238095238,581131615,7919,2542,,65215,3000,121.0,0.0661596,0.0660079,0.020339,117.0,23.0,241.0,0.085963,0.045394,4140469,2,4134649,4134649,144.0,144.0,29.0,2,4140469,245.0,245.0,0.5830023257129902,2,1.0,0.0014056378637299,1,0.0014056378637299,0,0.0,0.0,0.0014056378637299,4134649,144.0,-6.446681030070067e-05,0.0,408.0,0.0,6.999999999993123e-07,-6.999999999993123e-07,0.014059761904761992,-4.809523809523597e-05,-2.1488936766900224e-05,31.599999999999998,0.9987321749840012,-1.0744468383450112e-05,-0.0077225609770508186,2.5999999999999943,-3.0736247929803734e-05,0.7768876957996541,-0.0077225609770508186,423,8.377999999999858e-05,2.5999999999999943,6.523809523806268e-05,0.007593627356449417,-2.5999999999999943,-0.7769491682955137,1,1,0.9032948322,0.31155711523809515,-7.684061982450933e-06
Bacillus_subtilis,SRR21362396,FULL,138X,138.0,log,4,4135321,13.258349306734218,4722.425333004187,0.04722425,94.8,94.8,0.0,4.3,0.9,116,1,4130087.3,2,4140568,46.13,4200000,0.9858495238095238,581131615,7919,2542,,65215,3000,121.0,0.0661596,0.0660079,0.020339,117.0,23.0,241.0,0.085963,0.045394,4140469,2,4134649,4134649,144.0,144.0,29.0,2,4140469,245.0,245.0,0.5830023257129902,2,1.0,0.0014056378637299,1,0.0014056378637299,0,0.0,0.0,0.0014056378637299,4134649,144.0,-0.00615677329167319,0.0,-379.0,0.0,6.690000000000168e-05,-6.690000000000168e-05,0.014150476190476158,9.071428571416629e-05,-0.0015391933229182975,31.599999999999998,0.9987325413487856,-0.0007695966614591487,-0.013879334268724008,2.5999999999999943,-0.00246701788809786,0.7744206779115562,-0.013879334268724008,44,0.00015068000000000026,2.5999999999999943,-2.547619047610361e-05,-0.006092306481372489,0.0,-0.0024362816401680564,1,2,0.903231411,0.3115284495238095,-0.0004934035776195721
Bacillus_subtilis,SRR21362396,FULL,138X,138.0,log,5,4135311,13.265523846368335,4714.629745154718,0.0471463,95.7,95.7,0.0,3.4,0.9,116,1,4130079.3,2,4140556,46.13,4200000,0.9858466666666666,581131615,7919,2542,,65215,3000,121.0,0.0661596,0.0660079,0.020339,117.0,23.0,241.0,0.085963,0.045394,4140469,2,4134649,4134649,144.0,144.0,29.0,2,4140469,245.0,245.0,0.5830023257129902,2,1.0,0.0014056378637299,1,0.0014056378637299,0,0.0,0.0,0.0014056378637299,4134649,144.0,0.007174539634117849,0.9000000000000057,-10.0,0.0,-7.795000000000024e-05,7.795000000000024e-05,0.014153333333333351,2.8571428571932955e-06,0.0014349079268235697,31.900000000000002,0.9987330207022872,0.09071745396341235,-0.006704794634606159,3.5,0.2728856915679346,1.0473063694794909,-0.006704794634606159,34,7.273000000000002e-05,3.5,-2.8333333333296906e-05,0.013331312925791039,0.9000000000000057,0.2753527094560324,0,0,0.9118809909000001,0.3144850866666667,0.04548094859465576
Bacillus_subtilis,SRR21362396,20X,20X,20.0,log,1,4134635,13.29388120439386,4683.9453222037,0.04683946,91.4,91.4,0.0,8.6,0.0,116,1,4128834.3,2,4140452,46.13,4200000,0.9858219047619048,85248677,7879,2542,,9554,3000,17.0,0.058113,0.0599034,0.0204765,17.0,3.0,31.0,0.081449,0.045206,4139658,2,4133831,4133831,20.0,20.0,4.0,2,4139658,38.0,38.0,0.6698906348083081,2,1.0,0.0014076042030525,1,0.0014076042030525,0,0.0,0.0,0.0014076042030525,4133831,20.0,,,,,,,0.014178095238095212,,,30.46666666666667,0.9985948397433807,0.0,,,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,1,1,0.87118873356,0.30034707365079366,0.0
Bacillus_subtilis,SRR21362396,20X,20X,20.0,log,2,4134885,13.304319150771995,4672.702234823507,0.04672702,91.4,91.4,0.0,8.6,0.0,116,1,4129093.3,2,4140693,46.13,4200000,0.9858792857142856,85248677,7879,2542,,9554,3000,17.0,0.058113,0.0599034,0.0204765,17.0,3.0,31.0,0.081449,0.045206,4139658,2,4133831,4133831,20.0,20.0,4.0,2,4139658,38.0,38.0,0.6698906348083081,2,1.0,0.0014076042030525,1,0.0014076042030525,0,0.0,0.0,0.0014076042030525,4133831,20.0,0.010437946378134555,0.0,250.0,0.0,-0.00011243999999999837,0.00011243999999999837,0.014120714285714375,-5.7380952380836625e-05,0.0052189731890672775,30.46666666666667,0.9985970950763327,0.0026094865945336387,0.010437946378134555,0.0,0.0041919284560157375,0.0041919284560157375,0.010437946378134555,250,-0.00011243999999999837,0.0,5.7380952380836625e-05,,,0.0041919284560157375,1,2,0.8712915037200001,0.30036455571428566,0.0013973094853385792
Bacillus_subtilis,SRR21362396,20X,20X,20.0,log,3,4134951,13.30766452451055,4669.103891355337,0.04669104,90.5,90.5,0.0,8.6,0.9,116,1,4134951.0,1,4134951,46.12,4200000,0.9845121428571428,85248677,7879,2542,,9554,3000,17.0,0.058113,0.0599034,0.0204765,17.0,3.0,31.0,0.081449,0.045206,4139658,2,4133831,4133831,20.0,20.0,4.0,2,4139658,38.0,38.0,0.6698906348083081,2,1.0,0.0014076042030525,1,0.0014076042030525,0,0.0,0.0,0.0014076042030525,4133831,20.0,0.003345373738554258,-0.9000000000000057,66.0,-1.0,-3.597999999999796e-05,3.597999999999796e-05,0.015487857142857164,0.001367142857142789,0.001115124579518086,45.25,0.9999997581592242,-0.1494424377102419,0.013783320116688813,-0.9000000000000057,-0.2685179402188657,-0.26432601176285,0.013783320116688813,316,-0.00014841999999999633,-0.9000000000000057,-0.0013097619047619524,-0.007092572639580297,-0.9000000000000057,-0.27270986867488145,0,0,0.8627446088,0.4454917446428571,-0.06712948505471643
Bacillus_subtilis,SRR21362396,20X,20X,20.0,log,4,4134971,13.30707392244896,4669.739641160473,0.04669739,91.4,91.4,0.0,8.6,0.0,116,1,4134971.0,1,4134971,46.12,4200000,0.9845169047619048,85248677,7879,2542,,9554,3000,17.0,0.058113,0.0599034,0.0204765,17.0,3.0,31.0,0.081449,0.045206,4139658,2,4133831,4133831,20.0,20.0,4.0,2,4139658,38.0,38.0,0.6698906348083081,2,1.0,0.0014076042030525,1,0.0014076042030525,0,0.0,0.0,0.0014076042030525,4133831,20.0,-0.0005906020615888963,0.9000000000000057,20.0,0.0,6.349999999995248e-06,-6.349999999995248e-06,0.015483095238095212,-4.7619047619518184e-06,-0.00014765051539722407,45.7,0.9999997581603939,0.1124261747423021,0.013192718055099917,0.0,0.2697620129848899,0.00543600122203991,0.013192718055099917,336,-0.00014207000000000108,0.0,-0.0013050000000000006,-0.003935975800143154,1.8000000000000114,0.5382799532037557,0,0,0.8713185855400001,0.4499242254761905,0.05395240259697798
Bacillus_subtilis,SRR21362396,20X,20X,20.0,log,5,4134918,13.306334620473638,4670.533650728949,0.04670534,91.4,91.4,0.0,8.6,0.0,116,1,4134918.0,1,4134918,46.12,4200000,0.9845042857142856,85248677,7879,2542,,9554,3000,17.0,0.058113,0.0599034,0.0204765,17.0,3.0,31.0,0.081449,0.045206,4139658,2,4133831,4133831,20.0,20.0,4.0,2,4139658,38.0,38.0,0.6698906348083081,2,1.0,0.0014076042030525,1,0.0014076042030525,0,0.0,0.0,0.0014076042030525,4133831,20.0,-0.0007393019753223484,0.0,-53.0,0.0,7.949999999999624e-06,-7.949999999999624e-06,0.01549571428571439,1.261904761917787e-05,-0.00014786039506446967,45.7,0.999999758157294,-7.393019753223484e-05,0.012453416079777568,0.0,-0.00029604888536702154,0.005139952336672889,0.012453416079777568,283,-0.00013412000000000146,0.0,-0.0013176190476191785,-0.00014869991373345215,-0.9000000000000057,-0.2700580618702569,1,1,0.87131131924,0.44991845857142854,-4.934148089450359e-05
Bacillus_subtilis,SRR21362396,40X,40X,39.0,log,1,4137922,13.288091006402556,4690.194946886075,0.04690195,94.8,94.8,0.0,4.3,0.9,116,1,4137922.0,1,4137922,46.12,4200000,0.9852195238095238,167616722,7824,2529,,18864,3000,34.0,0.061379,0.0623951,0.0204564,33.0,7.0,68.0,0.076341,0.045377,4137805,1,4137805,4137805,41.0,41.0,8.0,1,4137805,41.0,41.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,4137805,41.0,,,,,,,0.014780476190476177,,,47.4,0.9999997583328641,0.0,,,0.0,0.0,0.0,0,0.0,0.0,0.0,,,,1,1,0.9035369514,0.4669940542857143,0.0
Bacillus_subtilis,SRR21362396,40X,40X,39.0,log,2,4137959,13.284977185005047,4693.558534892621,0.04693559,94.8,94.8,0.0,4.3,0.9,116,1,4137959.0,1,4137959,46.12,4200000,0.9852283333333334,167616722,7824,2529,,18864,3000,34.0,0.061379,0.0623951,0.0204564,33.0,7.0,68.0,0.076341,0.045377,4137805,1,4137805,4137805,41.0,41.0,8.0,1,4137805,41.0,41.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,4137805,41.0,-0.0031138213975090423,0.0,37.0,0.0,3.3640000000001447e-05,-3.3640000000001447e-05,0.014771666666666627,-8.809523809549802e-06,-0.0015569106987545211,47.4,0.999999758335025,-0.0007784553493772606,-0.0031138213975090423,0.0,-0.0012531375113845721,-0.0012531375113845721,-0.0031138213975090423,37,3.3640000000001447e-05,0.0,8.809523809549802e-06,,,-0.0012531375113845721,0,0,0.9035050606799999,0.46699823,-0.0004177125037948574
Bacillus_subtilis,SRR21362396,40X,40X,39.0,log,3,4137930,13.285367678681386,4693.136714080593,0.04693137,94.8,94.8,0.0,4.3,0.9,116,1,4137930.0,1,4137930,46.12,4200000,0.9852214285714286,167616722,7824,2529,,18864,3000,34.0,0.061379,0.0623951,0.0204564,33.0,7.0,68.0,0.076341,0.045377,4137805,1,4137805,4137805,41.0,41.0,8.0,1,4137805,41.0,41.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,4137805,41.0,0.00039049367633836596,0.0,-29.0,0.0,-4.219999999999224e-06,4.219999999999224e-06,0.014778571428571419,6.904761904791279e-06,0.00013016455877945532,47.4,0.9999997583333313,6.508227938972766e-05,-0.0027233277211706763,0.0,0.00015773194672582538,-0.0010954055646587467,-0.0027233277211706763,8,2.9420000000002222e-05,0.0,1.904761904758523e-06,0.0035043150738474083,0.0,0.0014108694581103976,0,0,0.90350906124,0.4669949571428571,3.9432986681456344e-05
Bacillus_subtilis,SRR21362396,40X,40X,39.0,log,4,4137922,13.285216844023768,4693.300261285099,0.046933,94.8,94.8,0.0,4.3,0.9,116,1,4137922.0,1,4137922,46.12,4200000,0.9852195238095238,167616722,7824,2529,,18864,3000,34.0,0.061379,0.0623951,0.0204564,33.0,7.0,68.0,0.076341,0.045377,4137805,1,4137805,4137805,41.0,41.0,8.0,1,4137805,41.0,41.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,4137805,41.0,-0.00015083465761733805,0.0,-8.0,0.0,1.6300000000024628e-06,-1.6300000000024628e-06,0.014780476190476177,1.904761904758523e-06,-3.770866440433451e-05,47.4,0.9999997583328641,-1.8854332202167257e-05,-0.0028741623787880144,0.0,-6.046938685645986e-05,-0.0011558749515152066,-0.0028741623787880144,0,3.1050000000004685e-05,0.0,0.0,-0.000541328333955704,0.0,-0.00021820133358228523,0,0,0.9035075159999999,0.4669940542857143,-1.2093877371291971e-05
Bacillus_subtilis,SRR21362396,40X,40X,39.0,log,5,4137920,13.285379708664925,4693.1245289727685,0.04693124,94.0,94.0,0.0,4.3,1.7,116,1,4137920.0,1,4137920,46.12,4200000,0.9852190476190475,167616722,7824,2529,,18864,3000,34.0,0.061379,0.0623951,0.0204564,33.0,7.0,68.0,0.076341,0.045377,4137805,1,4137805,4137805,41.0,41.0,8.0,1,4137805,41.0,41.0,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,4137805,41.0,0.00016286464115644605,-0.7999999999999972,-2.0,0.0,-1.7600000000034255e-06,1.7600000000034255e-06,0.01478095238095245,4.7619047627289746e-07,3.257292823128921e-05,47.0,0.9999997583327472,-0.07998371353588407,-0.0027112977376315683,-0.7999999999999972,-0.23993445452448892,-0.24109032947600412,-0.0027112977376315683,-2,2.929000000000126e-05,-0.7999999999999972,-4.7619047627289746e-07,0.0003136992987737841,-0.7999999999999972,-0.23987398513763245,0,0,0.8958846343999999,0.46305295238095234,-0.039989075754081484
